sinonom_char,am_han_viet,all_readings
𥐧,lỏi,lỏi
𥐨,đĩa,đĩa
𥐰,gồ,gồ
𥑂,chai,chai
𥑃,bền,bền
𥑠,cườm,cườm
𥑥,sinh,sinh
𥑭,xách,xách
𥑲,rắn,rắn
𥑴,ì,ì
𥑶,lọi,lọi
𥒃,đĩa,đĩa
𥒅,gại,gại
𥒥,đá,đá
𥒦,đĩa,đĩa
𥒮,vỡ,vỡ
𥓄,mài,mài
𥓅,vỡ,vỡ
𥓉,sành,sành
𥓳,bể,bể
𥓴,mài,mài
𥓵,đĩa,đĩa
𥓶,vỡ,vỡ
𥓷,canh,canh
𥓸,sờm,sờm
𥓹,lỗi,lỗi
𥓿,đà,đà
𥔀,hoanh,hoanh
𥔎,yêm,yêm
𥔦,vôi,vôi
𥔧,chồng,chồng
𥕄,mài,mài
𥕊,mảnh,mảnh
𥕌,chởm,chởm
𥕥,gồ,gồ
𥖐,đọi,đọi
𥖑,vỡ,vỡ
𥖒,quành,quành
𥖓,vỡ,vỡ
𥖔,sạn,sạn
𥖕,lở,lở
𥖖,vỡ,vỡ
𥖩,cuội,cuội
𥖸,òe,òe oè
𥖺,mẻ,mẻ
𥗌,gạch,gạch
𥗍,rè,rè
𥗎,ghề,ghề
𥗏,quánh,quánh
𥗐,sỏi,sỏi
𥗜,chén,chén
𥗨,nén,nén
𥗩,gạch,gạch
𥗳,gạch,gạch
𥗹,tô,tô
𥗽,lởm,lởm
𥘀,nặng,nặng
𥘂,bến,bến
𥘑,vạ,vạ
𥘪,ngó,ngó
𥘶,trẽ,trẽ
𥘷,trẻ,trẻ
𥙒,trẩy,trẩy
𥙓,rúng,rúng
𥙧,nhẽ,nhẽ
𥙩,lấy,lấy
𥙪,rưỡi,rưỡi
𥚄,lạy,lạy
𥚅,nhễ,nhễ
𥚆,nhìn,nhìn
𥚇,lưỡi,lưỡi
𥚤,thờ,thờ
𥚥,lãi,lãi
𥚯,dễ,dễ
𥛉,lậy,lậy
𥛗,nhòm,nhòm
𥛭,lẻ,lẻ
𥜀,vải,vải
𥜌,áo,áo
𥜡,nhẽ,nhẽ
𥜤,rẻ,rẻ
𥝎,gặt,gặt
𥝢,lợi,lợi
𥝥,cặp,cặp
𥝽,cấy,cấy
𥞖,giống,giống
𥞦,thê,thê
𥞵,thê,thê
𥟈,thóc,thóc
𥟉,thóc,thóc
𥟊,ngô,ngô
𥟌,bông,bông
𥟟,mặc,mặc
𥟹,lụi,lụi
𥟼,bắp,bắp
𥠬,trấu,trấu
𥠭,giống,giống
𥠮,rơm,rơm
𥠯,rơm,rơm
𥡗,má,má
𥡘,vựa,vựa
𥡴,ghê,ghê
𥢂,mạ,mạ
𥢃,nành,nành
𥢄,mấm,mấm
𥢅,riêng,riêng
𥢆,riêng,riêng
𥢉,thóc,thóc
𥢐,cau,cau
𥢫,gặt,gặt
𥢬,vè,vè
𥢳,chứa,chứa
𥣐,vừng,vừng
𥣑,trồng,trồng
𥣒,giỗ,giỗ
𥣽,chuỗi,chuỗi
𥦝,dòm,dòm
𥧎,hang,hang
𥧩,núp,núp
𥧪,rỗng,rỗng
𥨋,lủng,lủng
𥨧,xó,xó
𥨨,trống,trống
𥩇,hoắm,hoắm
𥩉,chui,chui
𥩍,xỏ,xỏ
𥩯,dựng,dựng
𥩰,sập,sập
𥪅,xòi,xòi
𥪝,trong,trong
𥪞,trong,trong
𥪸,đứng,đứng
𥫌,trỗi,trỗi
𥫟,giễ,giễ
𥫭,nứa,nứa
𥫱,đồn,đồn
𥬉,gầu,gầu
𥬊,cần,cần
𥬋,sề,sề
𥬠,sô,sô
𥬧,chòm,chòm
𥬨,khau,khau
𥬩,nia,nia
𥬮,giang,giang
𥭌,trạc,trạc
𥭍,dằm,dằm
𥭎,măng,măng
𥭏,mấu,mấu
𥭵,nả,nả
𥭶,măng,măng
𥮇,bương,bương
𥮈,hum,hum
𥮉,bu,bu
𥮊,đũa,đũa
𥮋,thẻ,thẻ
𥯇,rổ,rổ
𥯈,ván,ván
𥯉,đó,đó
𥯊,rá,rá
𥯋,mành,mành
𥯌,tre,tre
𥯍,mui,mui
𥯎,xóm,xóm
𥯏,cổng,cổng
𥯒,tơi,tơi
𥯓,trúm,trúm
𥯝,đốt,đốt
𥯪,trấu,trấu
𥰄,cảu,cảu
𥰆,rế,rế
𥰇,kè,kè
𥰈,siểng,siểng
𥰊,thấp,thấp
𥱨,rọ,rọ
𥱪,cót,cót
𥱫,sáo,sáo
𥱬,ghi,ghi
𥱭,giành,giành
𥱮,nôi,nôi
𥱯,thời,thời
𥱰,giò,giò
𥱱,chòm,chòm
𥱲,kèn,kèn
𥱴,vó,vó
𥳂,lược,lược
𥳃,khại,khại
𥳄,giần,giần
𥳅,rá,rá
𥳉,giô,giô
𥳐,khay,khay
𥳓,sáo,sáo
𥴗,thúng,thúng
𥴘,mui,mui
𥴙,dậu,dậu
𥴚,gầu,gầu
𥴛,chòi,chòi
𥴜,chiếu,chiếu
𥴢,trĩ,trĩ
𥵕,chiếu,chiếu
𥵖,tơi,tơi
𥵗,hom,hom
𥵘,rây,rây
𥵙,giậu,giậu
𥵚,cần,cần
𥵛,nong,nong
𥵾,chõng,chõng
𥵿,mung,mung
𥶀,thùng,thùng
𥶁,lạt,lạt
𥶂,gây,gây
𥶃,mủng,mủng
𥶄,nón,nón
𥶇,rổ,rổ
𥶉,sọan,sọan
𥶮,toi,toi
𥶯,còi,còi
𥶰,nừng,nừng
𥶱,phách,phách
𥶲,chổi,chổi
𥶳,dằm,dằm
𥷒,lách,lách
𥷓,nôi,nôi
𥷧,trạc,trạc
𥷺,mo,mo
𥷻,mây,mây
𥸁,nan,nan
𥸄,giậm,giậm
𥸆,liếp,liếp
𥸍,siểng,siểng
𥸒,nẳn,nẳn
𥸓,níp,níp
𥸝,trúm,trúm
𥸠,thẻ,thẻ
𥸷,xôi,xôi
𥸿,bả,bả
𥹀,tấm,tấm
𥹘,bánh,bánh
𥹙,cháo,cháo
𥹞,dại,dại
𥹯,dồi,dồi
𥹰,lâu,lâu
𥹸,bột,bột
𥺆,sền,sền
𥺊,gạo,gạo
𥺎,bổi,bổi
𥺏,xôi,xôi
𥺐,thính,thính
𥺑,tấm,tấm
𥺒,thính,thính
𥺓,lớ,lớ
𥺔,xôi,xôi
𥺕,bã,bã
𥺖,bã,bã
𥺹,ỏan,ỏan oản
𥺺,xệp,xệp
𥺻,cốm,cốm
𥺽,suông,suông
𥺾,khằn,khằn
𥺿,ỉa,ỉa
𥻙,mẻ,mẻ
𥻟,nhu,nhu
𥻠,dẻo,dẻo
𥻡,mày,mày
𥻢,thính,thính
𥻣,dầy,dầy
𥻧,hèm,hèm
𥻮,tẻ,tẻ
𥻸,bún,bún
𥻹,chè,chè
𥻺,khê,khê
𥻻,nếp,nếp
𥻼,ú,ú
𥻽,cứt,cứt
𥼕,lép,lép
𥼖,mẳn,mẳn
𥼱,kẹo,kẹo
𥼲,hẩm,hẩm
𥼳,ú,ú
𥽄,thúng,thúng
𥽇,cám,cám
𥽌,gạo,gạo
𥽍,cốm,cốm
𥽎,hèm,hèm
𥽔,men,men
𥽡,phân,phân
𥽢,phèn,phèn
𥽤,xia,xia
𥽩,xầy,xầy
𥽪,đúc,đúc
𥽵,nhão,nhão
𥾃,men,men
𥾋,nái,nái
𥾗,díu,díu
𥾘,sợi,sợi
𥾛,chặt,chặt
𥾵,phảng,phảng
𥾽,bền,bền
𥾾,buộc,buộc
𥾿,ngó,ngó
𥿀,vít,vít
𥿁,vương,vương
𥿂,tim,tim
𥿗,giấy,giấy
𥿠,bủa,bủa
𥿡,nỉ,nỉ
𥿣,chão,chão
𥿤,khâu,khâu
𥿥,sợi,sợi
𥿺,vòng,vòng
𦀅,niền,niền
𦀇,kinh,kinh
𦀊,dai,dai
𦀋,buông,buông
𦀌,nhợ,nhợ
𦀍,rách,rách
𦀎,riết,riết
𦀏,thùa,thùa
𦀐,chằng,chằng
𦀑,trói,trói
𦀖,kép,kép
𦀗,xích,xích
𦀚,giềng,giềng
𦀨,nơ,nơ
𦀪,vá,vá
𦀫,yếm,yếm
𦀴,mạng,mạng
𦀵,chuỗi,chuỗi
𦀹,thun,thun
𦀺,xe,xe
𦀻,cửi,cửi
𦀼,nối,nối
𦀽,kéo,kéo
𦀾,ràng,ràng
𦀿,vải,vải
𦁀,bối,bối
𦁁,nuộc,nuộc
𦁂,bận,bận
𦁅,sô,sô
𦁢,chằng,chằng
𦁣,go,go
𦁸,mạng,mạng
𦁹,rớ,rớ
𦁺,món,món
𦁻,nịt,nịt
𦁼,may,may
𦁽,vướng,vướng
𦁾,ửng,ửng
𦁿,gò,gò
𦂁,đỏi,đỏi
𦂈,trủ,trủ
𦂛,the,the
𦂳,khẩn,khẩn
𦂺,ươm,ươm
𦂻,luốt,luốt
𦂼,giậm,giậm
𦂽,đột,đột
𦂾,dệt,dệt
𦂿,buộc,buộc
𦃀,chải,chải
𦃐,tao,tao
𦃮,gai,gai
𦃯,tói,tói
𦃾,lượt,lượt
𦃿,vải,vải
𦄀,mã,mã
𦄁,thùn,thùn
𦄂,dải,dải
𦄃,chít,chít
𦄄,quấn,quấn
𦄅,dệt,dệt
𦄆,may,may
𦄇,nịt,nịt
𦄈,xuyến,xuyến
𦄌,chắp,chắp
𦄓,xâu,xâu
𦄞,vấn,vấn
𦄠,nút,nút
𦄣,cuộn,cuộn
𦄴,chài,chài
𦄵,dứt,dứt
𦄶,rìa,rìa
𦄷,thòng,thòng
𦄸,xụng,xụng
𦄹,chão,chão
𦄺,rắng,rắng
𦄻,quắn,quắn
𦄾,vóc,vóc
𦅭,đũi,đũi
𦅮,tàn,tàn
𦅯,nhẳng,nhẳng
𦅰,đùm,đùm
𦅱,thùa,thùa
𦅲,vợt,vợt
𦅴,vở,vở
𦆙,sồi,sồi
𦆚,néo,néo
𦆟,mùng,mùng
𦆹,đũi,đũi
𦆺,lĩnh,lĩnh
𦇇,nhão,nhão
𦇒,rối,rối
𦇮,chùng,chùng
𦈂,nhàu,nhàu
𦈏,mân,mân
𦈐,len,len
𦈔,cốt,cốt
𦈛,tói,tói
𦈡,nhu,nhu
𦈽,chậu,chậu
𦉱,bảy,bảy
𦉽,võng,võng
𦊚,bốn,bốn
𦊛,tư,tư
𦋕,bẫy,bẫy
𦋦,ra,ra
𦍉,lạ,lạ
𦍛,dáng,dáng
𦍩,cổ,cổ
𦎍,giòn,giòn
𦎛,gương,gương
𦎡,xinh,xinh
𦎬,tanh,tanh
𦏄,đỏm,đỏm
𦏒,miều,miều
𦏓,bọn,bọn
𦐀,vũ,vũ
𦑃,cánh,cánh
𦑅,lượn,lượn
𦑗,quạt,quạt
𦒮,lông,lông
𦒵,khụ,khụ
𦒹,sáu,sáu
𦓅,già,già
𦓇,khụ,khụ
𦓉,lụ,lụ
𦓊,cỗi,cỗi
𦓜,lẫu,lẫu
𦓡,mà,mà
𦓿,cầy,cầy
𦔙,cấy,cấy
𦕟,vểnh,vểnh
𦕳,lảu,lảu
𦖇,bịt,bịt
𦖑,nghe,nghe
𦖡,điếc,điếc
𦖻,tai,tai
𦗏,lắng,lắng
𦗝,lỏm,lỏm
𦗞,ghé,ghé
𦗽,điếc,điếc
𦘧,vẽ,vẽ
𦘱,vóc,vóc
𦘹,sườn,sườn
𦙀,phỡn,phỡn
𦙏,ngực,ngực
𦙜,nách,nách
𦙣,mọc,mọc
𦙤,mào,mào
𦙥,họng,họng
𦙦,tim,tim
𦙫,giêng,giêng
𦙵,oản,oản
𦙶,cổ,cổ
𦙼,tỳ,tỳ
𦚔,chạo,chạo
𦚕,cằm,cằm
𦚖,mập,mập
𦚗,tóp,tóp
𦚭,truồng,truồng
𦛉,đéo,đéo
𦛊,chồn,chồn
𦛋,gật,gật
𦛌,ruột,ruột
𦛍,tái,tái
𦛜,hàm,hàm
𦛺,bét,bét
𦛻,thộn,thộn
𦛼,bênh,bênh
𦛽,ngóm,ngóm
𦛾,nục,nục
𦛿,mang,mang
𦜀,phị,phị
𦜘,vú,vú
𦜞,rốn,rốn
𦝂,đít,đít
𦝃,ròm,ròm
𦝄,răng,răng
𦝅,phễn,phễn
𦝆,sần,sần
𦝇,đít,đít
𦝈,ngắc,ngắc
𦝉,đẻ,đẻ
𦝊,trôn,trôn
𦝋,mụn,mụn
𦝌,mép,mép
𦝍,sần,sần
𦝎,phốp,phốp
𦝥,sáp,sáp
𦝬,nhót,nhót
𦝹,lườn,lườn
𦝺,mẩy,mẩy
𦞁,tươi,tươi
𦞍,cáy,cáy
𦞎,nghén,nghén
𦞏,ôi,ôi
𦞐,ngực,ngực
𦞑,vòi,vòi
𦞒,đẫy,đẫy
𦞓,phay,phay
𦞔,hoẳn,hoẳn
𦞢,tao,tao
𦞣,tao,tao
𦟂,mề,mề
𦟉,còm,còm
𦟊,phổi,phổi
𦟋,bọ,bọ
𦟍,gây,gây
𦟎,sươi,sươi
𦟏,khu,khu
𦟐,má,má
𦟑,iả,iả
𦟒,giòn,giòn
𦟖,mỡ,mỡ
𦟗,nem,nem
𦟜,nách,nách
𦟤,tu,tu
𦟪,lườn,lườn
𦟵,bệu,bệu
𦟶,nem,nem
𦟷,bòi,bòi
𦟸,nách,nách
𦟹,lồn,lồn
𦟺,ngỏai,ngỏai ngoải
𦟻,nạc,nạc
𦟼,bế,bế
𦟽,mật,mật
𦟾,khù,khù
𦟿,đùi,đùi
𦠆,sụn,sụn
𦠘,vai,vai
𦠯,nhờn,nhờn
𦠰,vác,vác
𦠱,phét,phét
𦠲,ú,ú
𦠳,sườn,sườn
𦠴,cằm,cằm
𦠵,rọi,rọi
𦠶,seo,seo
𦠽,vòi,vòi
𦡋,rốn,rốn
𦡞,ngấm,ngấm
𦡟,lưng,lưng
𦡠,sống,sống
𦡡,ngậy,ngậy
𦡢,rau,rau
𦡣,bầm,bầm
𦡤,chũn,chũn
𦡥,nách,nách
𦡦,dỏng,dỏng
𦡬,cằm,cằm
𦡮,phổi,phổi
𦡯,đít,đít
𦡲,nính,nính
𦡶,lọm,lọm
𦢄,buồi,buồi
𦢉,mật,mật
𦢌,độc,độc
𦢞,chó,chó
𦢟,phịch,phịch
𦢠,răng,răng
𦢡,nóc,nóc
𦢢,nóc,nóc
𦢩,tủy,tủy
𦢳,vai,vai
𦢴,lột,lột
𦢵,rõm,rõm
𦢶,đùi,đùi
𦢷,má,má
𦢾,gáy,gáy
𦣎,nân,nân
𦣕,phèo,phèo
𦣗,nhau,nhau
𦣘,nứng,nứng
𦣙,nấng,nấng
𦣰,nằm,nằm
𦤠,hôi,hôi
𦤭,lẹt,lẹt
𦤮,thối,thối
𦤯,khắm,khắm
𦤰,thủm,thủm
𦤱,khẳn,khẳn
𦤾,đến,đến
𦥃,đến,đến
𦧃,lâu,lâu
𦧘,thịt,thịt
𦧜,lưỡi,lưỡi
𦧷,liếm,liếm
𦧽,lưỡi,lưỡi
𦨂,múa,múa
𦨑,chài,chài
𦨜,qua,qua
𦨢,đáy,đáy
𦨻,khoang,khoang
𦩚,mui,mui
𦩛,gụ,gụ
𦩰,xuồng,xuồng
𦩳,giã,giã
𦪂,đò,đò
𦪃,sõng,sõng
𦪏,thong,thong
𦪐,sõng,sõng
𦪦,xưởng,xưởng
𦪨,trẩy,trẩy
𦪵,ghe,ghe
𦪻,khoang,khoang
𦪼,ghe,ghe
𦫘,bợt,bợt
𦬑,nở,nở
𦬶,ngò,ngò
𦭦,trổ,trổ
𦭧,túp,túp
𦭪,húng,húng
𦮲,rễ,rễ
𦮴,nen,nen
𦯬,dưa,dưa
𦰟,ngọn,ngọn
𦰠,óng,óng
𦰢,nưa,nưa
𦰣,đay,đay
𦰤,lau,lau
𦰦,cải,cải
𦱄,cô,cô
𦲒,nhài,nhài
𦲵,chênh,chênh
𦲷,lị,lị
𦲹,rạ,rạ
𦲺,sả,sả
𦲻,rơm,rơm
𦲼,ngó,ngó
𦲾,mướp,mướp
𦲿,lá,lá
𦳙,tré,tré
𦴋,mống,mống
𦵗,ké,ké
𦵘,sả,sả
𦵙,nhựa,nhựa
𦵚,nụ,nụ
𦵛,đốt,đốt
𦵜,ráy,ráy
𦵠,hẹ,hẹ
𦷝,so,so
𦷨,chè,chè
𦷩,bốm,bốm
𦷫,hái,hái
𦷬,bí,bí
𦷭,cói,cói
𦷮,ngổ,ngổ
𦷯,mài,mài
𦷾,đấy,đấy
𦹯,cỏ,cỏ
𦹰,mầm,mầm
𦹱,gừng,gừng
𦹳,thơm,thơm
𦹴,bìm,bìm
𦹵,cỏ,cỏ
𦹶,vối,vối
𦹷,bụi,bụi
𦹸,dền,dền
𦹹,nhài,nhài
𦹺,rác,rác
𦹻,dâm,dâm
𦺓,trầu,trầu
𦼃,sắng,sắng
𦼇,úa,úa
𦼔,lều,lều
𦼚,lùm,lùm
𦼛,sắn,sắn
𦼜,sắn,sắn
𦼝,nẫu,nẫu
𦼞,dưa,dưa
𦼟,khay,khay
𦼠,súng,súng
𦼥,dứa,dứa
𦼨,cũ,cũ
𦽊,hoa,hoa
𦽔,om,om
𦽰,tranh,tranh
𦾠,dưa,dưa
𦾢,rậm,rậm
𦾣,chồi,chồi
𦾤,dó,dó
𦾥,vừng,vừng
𧀏,súng,súng
𧀐,gồi,gồi
𧀑,giống,giống
𧀒,non,non
𧀓,rú,rú
𧀜,sam,sam
𧀞,trái,trái
𧀟,đầy,đầy
𧀨,lốp,lốp
𧀹,giá,giá
𧁴,ghém,ghém
𧁵,vỏ,vỏ
𧁶,giền,giền
𧁷,khó,khó
𧁸,vừng,vừng
𧁹,khó,khó
𧁺,rườm,rườm
𧂁,chện,chện
𧂄,rườm,rườm
𧃋,dưa,dưa
𧃌,rạp,rạp
𧃵,đắng,đắng
𧃶,muống,muống
𧃷,khoai,khoai
𧃽,ứng,ứng
𧄈,rêu,rêu
𧄊,han,han
𧄲,mo,mo
𧄳,kiệu,kiệu
𧄴,ngồng,ngồng
𧄵,rạp,rạp
𧅕,rạp,rạp
𧅫,rác,rác
𧅬,men,men
𧅭,muống,muống
𧆄,thuốc,thuốc
𧈣,nái,nái
𧉙,trùn,trùn
𧉚,vắt,vắt
𧉝,cáy,cáy
𧉻,bạng,bạng
𧊉,bướm,bướm
𧊊,nhộng,nhộng
𧊋,thằn,thằn
𧊌,chão,chão
𧊎,vắt,vắt
𧊐,trút,trút
𧊕,nhông,nhông
𧋀,chấu,chấu
𧋁,nhái,nhái
𧋂,vò,vò
𧋃,chuồn,chuồn
𧋄,còng,còng
𧋅,rận,rận
𧋆,dòi,dòi
𧋇,chạch,chạch
𧋍,chét,chét
𧋘,đỉa,đỉa
𧋟,mối,mối
𧋵,cuống,cuống
𧋶,mọt,mọt
𧋷,ghẹ,ghẹ
𧋸,trạnh,trạnh
𧋹,giời,giời
𧋺,chấy,chấy
𧋻,lằn,lằn
𧋼,nhộng,nhộng
𧋽,mang,mang
𧋾,ộp,ộp
𧋿,khỏai,khỏai khoải
𧌀,thằn,thằn
𧌂,bọ,bọ
𧌎,đẻn,đẻn
𧍅,sứa,sứa
𧍆,cua,cua
𧍇,sứa,sứa
𧍈,đóm,đóm
𧍉,đỉa,đỉa
𧍊,giời,giời
𧍋,ngài,ngài
𧍌,chẫu,chẫu
𧍍,rầy,rầy
𧍎,hôn,hôn
𧍏,cua,cua
𧍐,rầy,rầy
𧍴,gián,gián
𧎛,đọt,đọt
𧎜,ốc,ốc
𧎝,chấu,chấu
𧎠,rận,rận
𧎴,rết,rết
𧎷,sò,sò
𧏖,tân,tân
𧏯,nhúc,nhúc
𧏰,sam,sam
𧏱,đóm,đóm
𧏲,rết,rết
𧏳,bọ,bọ
𧏴,choi,choi
𧏵,rồng,rồng
𧏶,rận,rận
𧏷,nhúc,nhúc
𧐅,thư,thư
𧐖,lươn,lươn
𧐢,hào,hào
𧐸,điu,điu
𧐹,dời,dời
𧐺,thuồng,thuồng
𧐻,nhồi,nhồi
𧐼,chẫu,chẫu
𧐽,róm,róm
𧐾,bọ,bọ
𧐿,sùng,sùng
𧑁,sam,sam
𧑂,cáy,cáy
𧑃,ngao,ngao
𧑅,vét,vét
𧑆,chàng,chàng
𧑐,quít,quít
𧑒,giun,giun
𧒅,bướm,bướm
𧒇,sâu,sâu
𧒉,rùa,rùa
𧒊,ráy,ráy
𧒋,rọm,rọm
𧒌,rùa,rùa
𧒍,rùa,rùa
𧓅,nòng,nòng
𧓆,chuồn,chuồn
𧓇,riện,riện
𧓏,hầu,hầu
𧓭,mèn,mèn
𧓮,vích,vích
𧓯,ngóe,ngóe ngoé
𧓰,sam,sam
𧔙,bậu,bậu
𧔚,còng,còng
𧔛,nhặng,nhặng
𧔜,rạm,rạm
𧔾,giòi,giòi
𧔿,điu,điu
𧕀,vích,vích
𧕚,trai,trai
𧕬,rẽ,rẽ
𧕭,rạm,rạm
𧖃,hến,hến
𧖐,róm,róm
𧖦,mọi,mọi
𧖰,máu,máu
𧖱,máu,máu
𧗅,mủ,mủ
𧘂,xung,xung
𧘇,ấy,ấy
𧘸,xòn,xòn
𧙻,lốt,lốt
𧙼,rách,rách
𧙽,truồng,truồng
𧚟,váy,váy
𧚠,sống,sống
𧚢,xống,xống
𧚭,mền,mền
𧛆,đụp,đụp
𧛇,tràng,tràng
𧛈,lụn,lụn
𧛉,may,may
𧛊,rách,rách
𧛋,nệm,nệm
𧛌,vạt,vạt
𧛞,hò,hò
𧛶,đãy,đãy
𧛷,tơi,tơi
𧜐,trễ,trễ
𧜖,chăn,chăn
𧜗,mớ,mớ
𧜘,viền,viền
𧜙,xống,xống
𧜵,đai,đai
𧜹,xười,xười
𧜺,bâu,bâu
𧜻,đũng,đũng
𧝦,rách,rách
𧝧,chẻn,chẻn
𧝨,chéo,chéo
𧝩,tòang,tòang toàng
𧞊,dải,dải
𧞋,rèm,rèm
𧞣,yếm,yếm
𧞤,tọac,tọac toạc
𧞥,nòi,nòi
𧞴,địu,địu
𧞾,mặc,mặc
𧞿,rách,rách
𧟀,chẽn,chẽn
𧟁,viền,viền
𧟝,vạt,vạt
𧠅,úp,úp
𧡊,thấy,thấy
𧢑,dớn,dớn
𧢟,nghiến,nghiến
𧣠,chánh,chánh
𧣧,dia,dia
𧣲,cạnh,cạnh
𧣳,góc,góc
𧤁,sừng,sừng
𧤂,sừng,sừng
𧤥,kèn,kèn
𧤭,ba,ba
𧤸,mám,mám
𧤹,thoi,thoi
𧥃,chọi,chọi
𧥇,còi,còi
𧥔,va,va
𧦔,ghế,ghế
𧦕,kể,kể
𧦖,đồn,đồn
𧦿,béng,béng
𧧀,ngoa,ngoa
𧧯,khoang,khoang
𧧻,trá,trá
𧩙,đản,đản
𧫼,mơ,mơ
𧬨,oẹ,oẹ
𧮪,chiêm,chiêm
𧯄,hang,hang
𧯅,hang,hang
𧯵,phộng,phộng
𧯶,há,há
𧰗,nành,nành
𧰜,chòng,chòng
𧰦,ụt,ụt
𧱺,ỷ,ỷ
𧲫,cọp,cọp
𧲼,beo,beo
𧳇,cọp,cọp
𧳘,hùm,hùm
𧴋,beo,beo
𧴤,bói,bói
𧴱,nợ,nợ
𧵆,gần,gần
𧵟,quà,quà
𧶄,dành,dành
𧶫,biếu,biếu
𧶬,đắt,đắt
𧶭,buôn,buôn
𧶮,của,của
𧶯,cõng,cõng
𧶶,phiến,phiến
𧷝,xoe,xoe
𧷸,mua,mua
𧷹,tậu,tậu
𧷺,tròn,tròn
𧸒,vủi,vủi
𧸓,chứa,chứa
𧸖,trám,trám
𧸝,bán,bán
𧸰,khềnh,khềnh
𧸺,còng,còng
𧸻,búi,búi
𧹅,nghèo,nghèo
𧹋,vay,vay
𧹒,mãi,mãi
𧹔,trướng,trướng
𧹗,trám,trám
𧹟,đà,đà
𧹥,đỏ,đỏ
𧹦,đỏ,đỏ
𧹪,son,son
𧹫,lòm,lòm
𧹰,hường,hường
𧹱,thắm,thắm
𧹻,đỏ,đỏ
𧹼,đỏ,đỏ
𧹿,tím,tím
𧺀,thắm,thắm
𧺁,thắm,thắm
𧺂,đổ,đổ
𧺃,đỏ,đỏ
𧺕,rượt,rượt
𧻐,đuổi,đuổi
𧻚,cản,cản
𧻩,rảo,rảo
𧻪,nhông,nhông
𧻭,dậy,dậy
𧼋,chạy,chạy
𧼌,chạy,chạy
𧼍,lanh,lanh
𧽇,dấy,dấy
𧽈,dấy,dấy
𧾌,trốn,trốn
𧾿,tréo,tréo
𧿐,chen,chen
𧿑,nhắc,nhắc
𧿛,tung,tung
𧿨,trở,trở
𧿫,dấu,dấu
𧿬,nhón,nhón
𧿭,vết,vết
𧿹,mẫu,mẫu
𧿺,xoắt,xoắt
𨀁,ruông,ruông
𨀈,bước,bước
𨀊,dậng,dậng
𨀋,sẩy,sẩy
𨀌,lánh,lánh
𨀍,dùng,dùng
𨀎,lộp,lộp
𨀏,đến,đến
𨀐,rong,rong
𨀑,ngóay,ngóay ngoáy
𨀒,vó,vó
𨀕,đi,đi
𨀤,chọi,chọi
𨀰,băng,băng
𨀹,giạng,giạng
𨀺,lết,lết
𨀻,nhòng,nhòng
𨀼,rảo,rảo
𨀽,ríu,ríu
𨀾,nhỡ,nhỡ
𨀿,cẳng,cẳng
𨁋,đậu,đậu
𨁍,rén,rén
𨁎,chòanh,chòanh choành
𨁔,khêu,khêu
𨁘,chỏai,chỏai choải
𨁝,buột,buột
𨁡,noi,noi
𨁥,đủ,đủ
𨁦,lõng,lõng
𨁧,noi,noi
𨁨,cuống,cuống
𨁩,bả,bả
𨁪,dấu,dấu
𨁫,lỉa,lỉa
𨁬,duỗi,duỗi
𨁭,rảo,rảo
𨁮,lần,lần
𨁯,xếch,xếch
𨁰,xụi,xụi
𨁱,vã,vã
𨁲,ập,ập
𨁴,rén,rén
𨁼,bon,bon
𨂔,dọc,dọc
𨂕,lồm,lồm
𨂖,khập,khập
𨂗,co,co
𨂘,rầm,rầm
𨂙,ghềnh,ghềnh
𨂚,rón,rón
𨂼,rẽ,rẽ
𨃈,cẳng,cẳng
𨃉,giãy,giãy
𨃊,nhổm,nhổm
𨃋,ríu,ríu
𨃌,giày,giày
𨃍,tọt,tọt
𨃎,lồm,lồm
𨃏,xăm,xăm
𨃐,giày,giày
𨃑,khòeo,khòeo khoèo
𨃕,sộc,sộc
𨃫,nhảo,nhảo
𨃰,cồm,cồm
𨃴,gót,gót
𨃵,chỗm,chỗm
𨃶,ghếch,ghếch
𨃷,chúc,chúc
𨃸,xông,xông
𨃹,lảng,lảng
𨃺,nập,nập
𨃻,lết,lết
𨃼,tọ,tọ
𨃽,nhúc,nhúc
𨃾,xửng,xửng
𨄁,đâm,đâm
𨄂,lứng,lứng
𨄉,sững,sững
𨄊,té,té
𨄑,bậc,bậc
𨄞,chóng,chóng
𨄟,đùi,đùi
𨄠,tắt,tắt
𨄳,bò,bò
𨄴,sụp,sụp
𨄵,sạo,sạo
𨄶,dạng,dạng
𨄷,sững,sững
𨄸,đỉnh,đỉnh
𨄹,dạo,dạo
𨄺,chui,chui
𨄻,dận,dận
𨄼,dời,dời
𨄽,hổm,hổm
𨄾,ghé,ghé
𨄿,giong,giong
𨅀,lệp,lệp
𨅁,sụp,sụp
𨅂,mọp,mọp
𨅃,xồng,xồng
𨅄,nhón,nhón
𨅇,tòi,tòi
𨅉,lửng,lửng
𨅍,rén,rén
𨅐,què,què
𨅞,nhấp,nhấp
𨅥,bay,bay
𨅬,lạn,lạn
𨅮,đua,đua
𨅰,chững,chững
𨅷,dọi,dọi
𨅸,đứng,đứng
𨅹,trèo,trèo
𨅺,chổm,chổm
𨅻,khèo,khèo
𨅼,láy,láy
𨅽,lòn,lòn
𨅾,sụm,sụm
𨅿,vượt,vượt
𨆂,khúm,khúm
𨆏,đuổi,đuổi
